NCBI GeneID	Symbol	Description	Gene Type	Gene Group Identifier	Gene Group Method	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop
412439	LOC412439	PDF receptor	PROTEIN_CODING	31234	NCBI Ortholog	NC_037645.1	2425396	2458979
412444	LOC412444	chymotrypsin-like elastase family member 2A	PROTEIN_CODING			NC_037645.1	1753852	1757072
412455	LOC412455	protein shuttle craft	PROTEIN_CODING	34888	NCBI Ortholog	NC_037653.1	1289427	1294703
412459	LOC412459	ankyrin repeat domain-containing protein 13D	PROTEIN_CODING	37199	NCBI Ortholog	NC_037640.1	4302458	4307446
412464	LOC412464	nuclear pore complex protein Nup214	PROTEIN_CODING	46091	NCBI Ortholog	NC_037640.1	3309798	3315040
412465	LOC412465	tetraspanin-7	PROTEIN_CODING			NC_037639.1	2472164	2482769
412467	LOC412467	bifunctional purine biosynthesis protein PURH	PROTEIN_CODING	42973	NCBI Ortholog	NC_037646.1	5768642	5771517
412468	LOC412468	protein flightless-1	PROTEIN_CODING	33110	NCBI Ortholog	NC_037642.1	13881140	13888076
412471	LOC412471	activin receptor type-2A	PROTEIN_CODING	41772	NCBI Ortholog	NC_037641.1	3432609	3436942
412475	LOC412475	knirps-related protein	PROTEIN_CODING			NC_037647.1	2242972	2255533
412476	LOC412476	BTB/POZ domain-containing protein 9	PROTEIN_CODING	34079	NCBI Ortholog	NC_037647.1	2257486	2273652
412480	LOC412480	ribosomal RNA processing protein 1 homolog	PROTEIN_CODING	44391	NCBI Ortholog	NC_037638.1	6601778	6605055
412489	LOC412489	protein RFT1 homolog	PROTEIN_CODING	31489	NCBI Ortholog	NC_037652.1	1851747	1854630
412491	LOC412491	double-stranded RNA-specific editase 1	PROTEIN_CODING			NC_037644.1	9644016	9649973
412495	LOC412495	actin-interacting protein 1	PROTEIN_CODING	39505	NCBI Ortholog	NC_037638.1	11661216	11667487
412505	LOC412505	translocation protein SEC63 homolog	PROTEIN_CODING	38819	NCBI Ortholog	NC_037639.1	2554390	2561496
412506	LOC412506	general vesicular transport factor p115	PROTEIN_CODING	31698	NCBI Ortholog	NC_037640.1	450900	454743
412508	LOC412508	nucleoprotein TPR	PROTEIN_CODING	36264	NCBI Ortholog	NC_037647.1	7551390	7560338
412510	LOC412510	uncharacterized LOC412510	PROTEIN_CODING			NC_037646.1	1600636	1605561
412511	LOC412511	importin subunit alpha-3	PROTEIN_CODING	41158	NCBI Ortholog	NC_037638.1	4722480	4727235
412515	LOC412515	phospholipase B1, membrane-associated	PROTEIN_CODING			NC_037650.1	1200967	1208036
412524	LOC412524	calcium release-activated calcium channel protein 1	PROTEIN_CODING			NC_037640.1	4509503	4520664
412526	LOC412526	protein disulfide-isomerase A6 homolog	PROTEIN_CODING	34976	NCBI Ortholog	NC_037647.1	4863420	4865786
412528	LOC412528	eyes absent homolog 4	PROTEIN_CODING	33916	NCBI Ortholog	NC_037638.1	5041799	5054261
412536	LOC412536	leukocyte elastase inhibitor	PROTEIN_CODING			NC_037648.1	6803812	6807867
412540	LOC412540	carcinine transporter	PROTEIN_CODING			NC_037641.1	1808333	1874380
412544	LOC412544	protein dopey-1 homolog	PROTEIN_CODING	37176	NCBI Ortholog	NC_037642.1	12621234	12635006
412547	LOC412547	DNA-directed RNA polymerase II subunit RPB9	PROTEIN_CODING	41741	NCBI Ortholog	NC_037653.1	781871	783228
412549	LOC412549	39S ribosomal protein L17, mitochondrial	PROTEIN_CODING	38046	NCBI Ortholog	NC_037642.1	13828135	13829252
412554	LOC412554	transmembrane emp24 domain-containing protein eca	PROTEIN_CODING	41177	NCBI Ortholog	NC_037652.1	5098612	5099750
412569	LOC412569	probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial	PROTEIN_CODING	43689	NCBI Ortholog	NC_037647.1	8110582	8116557
412570	LOC412570	RYamide receptor	PROTEIN_CODING			NC_037649.1	9166071	9184225
412580	LOC412580	protein arginine N-methyltransferase 3	PROTEIN_CODING	41837	NCBI Ortholog	NC_037642.1	13446999	13449812
412588	LOC412588	tyrosine-protein kinase Src42A	PROTEIN_CODING	35524	NCBI Ortholog	NC_037638.1	9087046	9095717
412589	LOC412589	BRISC and BRCA1-A complex member 2	PROTEIN_CODING			NC_037641.1	5497587	5499371
412591	LOC412591	calcitonin gene-related peptide type 1 receptor	PROTEIN_CODING	36475	NCBI Ortholog	NC_037648.1	10422253	10522338
412594	LOC412594	uncharacterized LOC412594	PROTEIN_CODING			NC_037639.1	2127463	2267223
412598	LOC412598	transmembrane protein 268	PROTEIN_CODING	34775	NCBI Ortholog	NC_037647.1	6439293	6444908
412601	LOC412601	mothers against decapentaplegic homolog 3	PROTEIN_CODING	31738	NCBI Ortholog	NC_037638.1	19452114	19465239
412607	LOC412607	uncharacterized LOC412607	PROTEIN_CODING	32111	NCBI Ortholog	NC_037647.1	5885349	5893040
412612	LOC412612	carbohydrate sulfotransferase 4	PROTEIN_CODING			NC_037645.1	9450384	9454325
412613	LOC412613	CDK-activating kinase assembly factor MAT1	PROTEIN_CODING	36130	NCBI Ortholog	NC_037638.1	11426892	11428477
412616	LOC412616	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	PROTEIN_CODING	35488	NCBI Ortholog	NC_037640.1	12328343	12332269
412619	LOC412619	amidophosphoribosyltransferase	PROTEIN_CODING			NC_037640.1	602649	607412
412620	LOC412620	solute carrier family 17 member 9	PROTEIN_CODING	33650	NCBI Ortholog	NC_037640.1	13303559	13306249
412623	LOC412623	transmembrane protein 94	PROTEIN_CODING	33644	NCBI Ortholog	NC_037651.1	6365126	6377132
412624	LOC412624	methyltransferase-like protein 13	PROTEIN_CODING	35326	NCBI Ortholog	NC_037651.1	2565904	2569215
412626	LOC412626	MOB kinase activator-like 3	PROTEIN_CODING	34372	NCBI Ortholog	NC_037638.1	15729221	15731261
412629	LOC412629	regulator of MON1-CCZ1 complex	PROTEIN_CODING	38734	NCBI Ortholog	NC_037646.1	12282135	12287358
412635	LOC412635	fukutin-related protein	PROTEIN_CODING	37375	NCBI Ortholog	NC_037649.1	7324463	7326580
412636	LOC412636	protein ABHD13	PROTEIN_CODING	44441	NCBI Ortholog	NC_037638.1	11730418	11732855
412637	LOC412637	kanadaptin	PROTEIN_CODING	42244	NCBI Ortholog	NC_037653.1	599992	603789
412641	LOC412641	EF-hand domain-containing family member C2	PROTEIN_CODING			NC_037642.1	10753675	10758806
412644	LOC412644	josephin-2	PROTEIN_CODING	31560	NCBI Ortholog	NC_037642.1	131975	133862
412650	LOC412650	tetratricopeptide repeat protein 21B	PROTEIN_CODING			NC_037645.1	1669963	1674384
412651	LOC412651	V-type proton ATPase 116 kDa subunit a-like	PROTEIN_CODING					
412662	LOC412662	programmed cell death 6-interacting protein	PROTEIN_CODING	43330	NCBI Ortholog	NC_037641.1	2813116	2818103
412663	LOC412663	laminin subunit alpha	PROTEIN_CODING	38723	NCBI Ortholog	NC_037648.1	4274955	4318412
412665	LOC412665	zinc finger protein Pegasus	PROTEIN_CODING	35770	NCBI Ortholog	NC_037646.1	1243105	1247848
412666	LOC412666	serine/threonine-protein phosphatase PGAM5, mitochondrial	PROTEIN_CODING			NC_037643.1	9141486	9143608
412670	LOC412670	probable phosphoserine aminotransferase	PROTEIN_CODING	46391	NCBI Ortholog	NC_037641.1	146531	149435
412674	LOC412674	phosphoserine phosphatase	PROTEIN_CODING	39085	NCBI Ortholog	NC_037638.1	10816617	10818014
412675	LOC412675	aspartate aminotransferase, mitochondrial	PROTEIN_CODING	33373	NCBI Ortholog	NC_037640.1	13298596	13302437
412687	LOC412687	beclin 1-associated autophagy-related key regulator	PROTEIN_CODING	43438	NCBI Ortholog	NC_037642.1	5002640	5005820
412690	LOC412690	probable palmitoyltransferase Zdhhc6	PROTEIN_CODING	41522	NCBI Ortholog	NC_037641.1	74337	76797
412696	LOC412696	TIP41-like protein	PROTEIN_CODING	33018	NCBI Ortholog	NC_037653.1	2814238	2816172
412701	LOC412701	vacuolar protein sorting-associated protein 13D	PROTEIN_CODING	39448	NCBI Ortholog	NC_037645.1	7282013	7297746
412705	LOC412705	YEATS domain-containing protein 4	PROTEIN_CODING	33973	NCBI Ortholog	NC_037648.1	15482917	15484200
412707	LOC412707	vacuolar fusion protein MON1 homolog A	PROTEIN_CODING	33689	NCBI Ortholog	NC_037642.1	9457908	9460844
412708	LOC412708	calcyclin-binding protein	PROTEIN_CODING	31597	NCBI Ortholog	NC_037640.1	2176749	2178358
412710	LOC412710	trafficking protein particle complex subunit 3	PROTEIN_CODING	39090	NCBI Ortholog	NC_037647.1	6410488	6412339
412722	LOC412722	protein singed	PROTEIN_CODING	31717	NCBI Ortholog	NC_037645.1	11879322	11884726
412728	LOC412728	rab5 GDP/GTP exchange factor	PROTEIN_CODING	38144	NCBI Ortholog	NC_037645.1	11939601	11942810
412734	LOC412734	CWF19-like protein 1	PROTEIN_CODING	36208	NCBI Ortholog	NC_037638.1	21782697	21784991
412735	LOC412735	decaprenyl-diphosphate synthase subunit 1	PROTEIN_CODING	43697	NCBI Ortholog	NC_037649.1	2823741	2990185
412742	LOC412742	chromatin-remodeling complex ATPase chain Iswi	PROTEIN_CODING	36390	NCBI Ortholog	NC_037649.1	8034460	8038308
412746	LOC412746	calcineurin-binding protein cabin-1	PROTEIN_CODING			NC_037645.1	8220483	8234287
412749	LOC412749	ATP-binding cassette sub-family B member 7, mitochondrial	PROTEIN_CODING	38193	NCBI Ortholog	NC_037647.1	6415606	6421808
412750	LOC412750	DNA topoisomerase I, mitochondrial	PROTEIN_CODING	32458	NCBI Ortholog	NC_037648.1	12194850	12202324
412751	LOC412751	solute carrier family 35 member F5	PROTEIN_CODING	36725	NCBI Ortholog	NC_037642.1	5307719	5311168
412755	LOC412755	WD repeat-containing protein 13	PROTEIN_CODING			NC_037644.1	12345988	12348840
412759	LOC412759	dynein regulatory complex protein 8	PROTEIN_CODING			NC_037639.1	3922073	3924032
412762	LOC412762	heparan-sulfate 6-O-sulfotransferase 1-B	PROTEIN_CODING	42380	NCBI Ortholog	NC_037646.1	7022176	7026424
412764	LOC412764	MFS-type transporter SLC18B1	PROTEIN_CODING			NC_037646.1	6934357	6946661
412767	LOC412767	protein takeout	PROTEIN_CODING	40612	NCBI Ortholog	NC_037646.1	6881037	6884341
412768	LOC412768	protein takeout	PROTEIN_CODING			NC_037646.1	6868873	6872469
412769	LOC412769	protein archease-like	PROTEIN_CODING	42551	NCBI Ortholog	NC_037646.1	6860057	6861488
412770	LOC412770	transcription factor E2F2	PROTEIN_CODING			NC_037646.1	6849260	6859628
412774	LOC412774	uncharacterized LOC412774	PROTEIN_CODING			NC_037652.1	4316963	4326790
412775	LOC412775	dynein heavy chain 2, axonemal	PROTEIN_CODING	3355181	NCBI Ortholog	NC_037652.1	4283861	4316980
412777	LOC412777	sodium/potassium/calcium exchanger Nckx30C	PROTEIN_CODING	45248	NCBI Ortholog	NC_037638.1	20279300	20333724
412778	LOC412778	chondroitin sulfate proteoglycan 4	PROTEIN_CODING	35104	NCBI Ortholog	NC_037638.1	20349092	20384417
412787	LOC412787	protein TAPT1 homolog	PROTEIN_CODING	42165	NCBI Ortholog	NC_037646.1	1767873	1874851
412788	LOC412788	scavenger receptor class B member 1	PROTEIN_CODING			NC_037649.1	9277013	9302506
412791	LOC412791	flocculation protein FLO11	PROTEIN_CODING	35519	NCBI Ortholog	NC_037652.1	7893354	7898625
412795	LOC412795	cadherin-99C	PROTEIN_CODING	43528	NCBI Ortholog	NC_037652.1	8088731	8201178
412796	LOC412796	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	PROTEIN_CODING	41869	NCBI Ortholog	NC_037652.1	8206485	8209159
412797	LOC412797	facilitated trehalose transporter Tret1	PROTEIN_CODING			NC_037649.1	1373461	1376596
412806	LOC412806	vesicle transport protein GOT1B	PROTEIN_CODING	318095	NCBI Ortholog	NC_037644.1	10935442	10936587
412808	LOC412808	aminopeptidase Ey	PROTEIN_CODING	43444	NCBI Ortholog	NC_037644.1	10695202	10732570
412813	LOC412813	zwei Ig domain protein zig-8	PROTEIN_CODING			NC_037638.1	9939689	10184432
412824	LOC412824	Golgi phosphoprotein 3 homolog sauron	PROTEIN_CODING	33402	NCBI Ortholog	NC_037639.1	5322948	5325770
412825	LOC412825	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	PROTEIN_CODING	33983	NCBI Ortholog	NC_037645.1	4014983	4056726
412827	LOC412827	Bardet-Biedl syndrome 2 protein homolog	PROTEIN_CODING			NC_037645.1	4206539	4209688
412829	LOC412829	arylsulfatase B	PROTEIN_CODING			NC_037638.1	6494980	6504439
412832	LOC412832	structural maintenance of chromosomes protein 2	PROTEIN_CODING	36653	NCBI Ortholog	NC_037648.1	9893730	9898420
412834	LOC412834	importin-11	PROTEIN_CODING	36732	NCBI Ortholog	NC_037638.1	2510674	2515826
412837	LOC412837	ribonuclease H2 subunit A	PROTEIN_CODING	33213	NCBI Ortholog	NC_037645.1	6741534	6744570
412838	LOC412838	alpha-mannosidase 2	PROTEIN_CODING	41913	NCBI Ortholog	NC_037645.1	6752255	6892488
412839	LOC412839	homeobox protein caupolican	PROTEIN_CODING	39441	NCBI Ortholog	NC_037648.1	1844899	1885038
412840	LOC412840	homeobox protein caupolican	PROTEIN_CODING			NC_037648.1	1708582	1798575
412842	LOC412842	sorting nexin-8	PROTEIN_CODING			NC_037648.1	8052804	8071425
412846	LOC412846	NAD-dependent protein deacetylase Sirt6	PROTEIN_CODING	41254	NCBI Ortholog	NC_037640.1	4701410	4705235
412850	LOC412850	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog	PROTEIN_CODING	34311	NCBI Ortholog	NC_037640.1	4598144	4602588
412851	LOC412851	lysophospholipase D GDPD1-like	PROTEIN_CODING			NC_037640.1	4595596	4598200
412853	LOC412853	brain tumor protein	PROTEIN_CODING	35197	NCBI Ortholog	NC_037639.1	1473025	1561164
412855	LOC412855	Down syndrome cell adhesion molecule-like protein Dscam2	PROTEIN_CODING	42103	NCBI Ortholog	NC_037640.1	7825180	8038956
412858	LOC412858	hemicentin-2	PROTEIN_CODING			NC_037642.1	4169969	4215691
412859	LOC412859	hemicentin-2	PROTEIN_CODING			NC_037642.1	3787495	3956688
412862	LOC412862	SET domain-containing protein SmydA-8	PROTEIN_CODING			NC_037649.1	8489647	8493173
412865	LOC412865	collagen alpha-2(IX) chain	PROTEIN_CODING			NC_037648.1	9106725	9434831
412869	LOC412869	sarcoplasmic calcium-binding protein	PROTEIN_CODING	31669	NCBI Ortholog	NC_037640.1	13294009	13296427
412876	LOC412876	pyruvate carboxylase, mitochondrial	PROTEIN_CODING	36020	NCBI Ortholog	NC_037650.1	10899999	10928390
412880	LOC412880	myotubularin-related protein 9	PROTEIN_CODING	39026	NCBI Ortholog	NC_037646.1	7517234	7519996
412886	LOC412886	tubulin alpha-1 chain	PROTEIN_CODING			NC_037652.1	7852048	7854763
412887	LOC412887	A disintegrin and metalloproteinase with thrombospondin motifs 12	PROTEIN_CODING			NC_037643.1	14609341	14634742
412888	LOC412888	A disintegrin and metalloproteinase with thrombospondin motifs 7	PROTEIN_CODING			NC_037643.1	14524914	14606141
412890	LOC412890	A disintegrin and metalloproteinase with thrombospondin motifs 3	PROTEIN_CODING			NC_037653.1	5079395	5092071
412893	LOC412893	hemicentin-2	PROTEIN_CODING	40515	NCBI Ortholog	NC_037648.1	8367553	8762658
412896	LOC412896	octopamine receptor beta-2R	PROTEIN_CODING			NC_037644.1	564310	742348
412907	LOC412907	arrestin homolog	PROTEIN_CODING	35078	NCBI Ortholog	NC_037652.1	5985153	5989339
412913	LOC412913	Golgi SNAP receptor complex member 2	PROTEIN_CODING	38614	NCBI Ortholog	NC_037647.1	8402961	8404264
412914	LOC412914	uncharacterized LOC412914	PROTEIN_CODING	42368	NCBI Ortholog	NC_037647.1	8363105	8398865
412916	LOC412916	ETS-like protein pointed	PROTEIN_CODING	42757	NCBI Ortholog	NC_037647.1	8211053	8325218
412917	LOC412917	probable serine/threonine-protein kinase dyrk2	PROTEIN_CODING			NC_037643.1	6657228	6879457
412918	LOC412918	protein SON-like	PROTEIN_CODING			NC_037638.1	14815851	14820669
412919	LOC412919	TATA box-binding protein-like protein 1	PROTEIN_CODING	31773	NCBI Ortholog	NC_037643.1	16577079	16582285
412924	LOC412924	protein ROP	PROTEIN_CODING	38493	NCBI Ortholog	NC_037640.1	11088679	11093939
412925	LOC412925	D-galactonate transporter	PROTEIN_CODING	31614	NCBI Ortholog	NC_037638.1	2130927	2142404
412926	LOC412926	dipeptidase 1	PROTEIN_CODING			NC_037651.1	3207601	3355906
412927	LOC412927	uncharacterized LOC412927	PROTEIN_CODING	38102	NCBI Ortholog	NC_037651.1	3364830	3380149
412928	LOC412928	regulation of nuclear pre-mRNA domain-containing protein 1B	PROTEIN_CODING	38283	NCBI Ortholog	NC_037651.1	3397271	3400740
412931	LOC412931	U3 small nucleolar RNA-associated protein 15 homolog	PROTEIN_CODING	31213	NCBI Ortholog	NC_037643.1	5171294	5173476
412932	LOC412932	DDB1- and CUL4-associated factor 12	PROTEIN_CODING	41460	NCBI Ortholog	NC_037643.1	5167882	5171277
412934	LOC412934	potassium voltage-gated channel protein Shaw	PROTEIN_CODING			NC_037650.1	10599903	10658392
412935	LOC412935	coiled-coil domain-containing protein 47	PROTEIN_CODING			NC_037650.1	10677701	10691575
412936	LOC412936	uncharacterized LOC412936	PROTEIN_CODING			NC_037650.1	10695641	10708942
412937	LOC412937	probable elongator complex protein 2	PROTEIN_CODING	36123	NCBI Ortholog	NC_037647.1	4911080	4913673
412941	LOC412941	synaptic vesicle glycoprotein 2B	PROTEIN_CODING			NC_037651.1	8251458	8267394
412943	LOC412943	uncharacterized LOC412943	PROTEIN_CODING			NC_037653.1	1297717	1301226
412948	LOC412948	delta-1-pyrroline-5-carboxylate synthase	PROTEIN_CODING	40443	NCBI Ortholog	NC_037638.1	15858876	15873116
412949	LOC412949	ionotropic receptor 25a	PROTEIN_CODING	33683	NCBI Ortholog	NC_037638.1	15743067	15812117
412950	LOC412950	nucleoporin GLE1	PROTEIN_CODING	35849	NCBI Ortholog	NC_037645.1	12514408	12518219
412954	LOC412954	protein KTI12 homolog	PROTEIN_CODING	31160	NCBI Ortholog	NC_037651.1	8218547	8219831
412955	LOC412955	protein jim lovell	PROTEIN_CODING	38007	NCBI Ortholog	NC_037639.1	2616791	2639410
412956	LOC412956	heparan sulfate glucosamine 3-O-sulfotransferase 1	PROTEIN_CODING	37161	NCBI Ortholog	NC_037640.1	12343104	12505715
412961	LOC412961	protein bicaudal D	PROTEIN_CODING	35051	NCBI Ortholog	NC_037646.1	6613578	6619138
412972	LOC412972	WD repeat domain phosphoinositide-interacting protein 3	PROTEIN_CODING	41074	NCBI Ortholog	NC_037648.1	8043510	8046712
412976	LOC412976	brachyury protein	PROTEIN_CODING	39349	NCBI Ortholog	NC_037651.1	5438507	5443578
412985	LOC412985	guanine nucleotide-binding protein-like 1	PROTEIN_CODING	35338	NCBI Ortholog	NC_037643.1	15043923	15046732
412993	LOC412993	glutamate receptor ionotropic, kainate 2	PROTEIN_CODING			NC_037641.1	4506733	4625264
413000	LOC413000	proton-coupled amino acid transporter-like protein pathetic	PROTEIN_CODING	39106	NCBI Ortholog	NC_037638.1	12358064	12371149
413002	LOC413002	uncharacterized LOC413002	PROTEIN_CODING			NC_037645.1	1168889	1180007
413005	LOC413005	protein NDRG3	PROTEIN_CODING	37451	NCBI Ortholog	NC_037643.1	3962742	4005637
413006	LOC413006	leucine-rich repeat flightless-interacting protein 2	PROTEIN_CODING	32540	NCBI Ortholog	NC_037645.1	7169245	7174014
413011	LOC413011	serine--tRNA ligase, cytoplasmic	PROTEIN_CODING	33518	NCBI Ortholog	NC_037642.1	13821890	13824093
413014	LOC413014	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	PROTEIN_CODING	39214	NCBI Ortholog	NC_037642.1	13725195	13726100
413018	LOC413018	exportin-1	PROTEIN_CODING	34167	NCBI Ortholog	NC_037638.1	18436494	18442344
413020	LOC413020	two pore potassium channel protein sup-9	PROTEIN_CODING	41125	NCBI Ortholog	NC_037642.1	5146746	5150476
413021	LOC413021	papilin	PROTEIN_CODING	43872	NCBI Ortholog	NC_037642.1	5157589	5286950
413024	LOC413024	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like	PROTEIN_CODING			NC_037638.1	11040467	11070902
413029	LOC413029	serine/threonine-protein kinase OSR1	PROTEIN_CODING			NC_037645.1	2484746	2500149
413030	LOC413030	transmembrane protein 189	PROTEIN_CODING	35300	NCBI Ortholog	NC_037646.1	6550527	6555276
413034	LOC413034	rho-related BTB domain-containing protein 1	PROTEIN_CODING	40249	NCBI Ortholog	NC_037652.1	3877178	3891890
413036	LOC413036	vacuolar protein sorting-associated protein 13B	PROTEIN_CODING	43550	NCBI Ortholog	NC_037652.1	3898768	3913376
413040	LOC413040	G-protein coupled receptor 52	PROTEIN_CODING	38539	NCBI Ortholog	NC_037643.1	3742898	3763012
413046	LOC413046	sarcolemmal membrane-associated protein	PROTEIN_CODING			NC_037643.1	16330701	16334488
413047	LOC413047	venom carboxylesterase-6-like	PROTEIN_CODING			NC_037645.1	9965498	9973923
413051	LOC413051	uncharacterized protein F13E9.13, mitochondrial	PROTEIN_CODING	38805	NCBI Ortholog	NC_037645.1	9827736	9833780
413052	LOC413052	uncharacterized LOC413052	PROTEIN_CODING	38489	NCBI Ortholog	NC_037645.1	9780673	9798779
413054	LOC413054	myeloperoxidase	PROTEIN_CODING	35106	NCBI Ortholog	NC_037648.1	738073	743171
413056	LOC413056	uncharacterized LOC413056	PROTEIN_CODING			NC_037638.1	7076346	7082316
413063	LOC413063	protein ECT2	PROTEIN_CODING	38879	NCBI Ortholog	NC_037642.1	12928910	12941831
